Name,Q_P_C_Stare_rate,H_o_h_h_t_p,H_o_h_h_p_f_s,H_p_w_a,H_o_p_b_g_bed,H_o_p_b_bathing,H_o_p_breath,H_o_p_drugs_c,H_o_p_a_hosp,H_o_p_r_u_h_care_ER,C_s_i,H_o_p_r_action,P_r_e,A_l_Term,DTC_num,DTC_dem,DTC_Rate,DTC_Standard_Rate,DTC_Standard_Rate_limit_l,DTC_Standard_Rate_limit_u,PPR_num,PPR_dem,PPR_Rate,PPR_Standard_Rate,PPR_Standard_Rate_limit_l,PPR_Standard_Rate_limit_u,PPH_num,PPH_dem,PPH_Rate,PPH_Standard_Rate,PPH_Standard_Rate_limit_l,PPH_Standard_Rate_limit_u,medical_spends,Nr_of_episods
4430,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4431,3.6109225547670474,89.7,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,96.6,0.0,100.0,298.3913561847988,3.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,4.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,4.0
4432,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4433,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,1.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,1.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,1.0
4434,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4435,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4436,2.0,86.9,32.2,76.4,81.8,82.8,85.55988805970148,48.1,13.655686274509806,11.769379084967321,0.3,98.3,1.3,100.0,298.3913561847988,15.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,6.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,1.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,16.0
4437,4.0,97.4,59.3,87.4,92.9,89.2,96.9,77.5,9.9,14.7,0.0,96.5,0.1,100.0,237.0,356.0,66.57,71.32,66.34,76.43,6.0,134.0,4.48,4.13,2.89,5.84,14.0,166.0,8.43,9.8,6.27,14.22,0.78,494.0
4438,3.0,98.9,65.5,81.5,92.1,85.5,80.1,76.1,16.8,12.7,0.1,99.2,0.2,100.0,56.0,80.0,70.0,76.43,66.07,86.36,0.0,38.0,0.0,3.63,2.49,5.13,2.0,38.0,5.26,8.41,4.78,13.85,0.69,100.0
4439,4.0,97.8,71.2,93.4,89.0,94.7,85.55988805970148,86.3,15.4,18.8,0.0,94.4,0.0,97.8,34.0,43.0,79.07,82.62,70.79,91.62,0.0,27.0,0.0,3.74,2.59,5.26,3.0,21.0,14.29,11.09,6.38,18.34,0.76,69.0
4440,4.0,95.3,37.2,89.9,90.3,92.5,95.0,86.5,21.2,9.9,0.1,95.9,0.1,99.3,183.0,269.0,68.03,74.49,67.93,79.69,5.0,129.0,3.88,4.0,2.7,5.58,17.0,122.0,13.93,11.46,7.7,16.16,0.89,409.0
4441,4.5,100.0,99.7,84.7,82.0,96.4,85.55988805970148,92.8,13.655686274509806,11.769379084967321,0.0,100.0,0.0,99.1,24.0,34.0,70.59,71.57,57.13,83.0,6.790304810870364,9.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,17.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.85,47.0
4442,4.0,99.5,51.5,88.6,88.5,91.6,85.55988805970148,93.2,16.6,14.3,1.0,100.0,1.0,100.0,53.0,62.0,85.48,89.18,78.44,95.97,1.0,29.0,3.45,3.95,2.72,6.2,4.0,31.0,12.9,10.98,6.86,18.01,0.84,86.0
4443,4.0,98.7,42.6,87.5,87.5,92.6,90.8,85.8,11.7,9.3,1.1,98.7,0.1,99.7,233.0,283.0,82.33,86.88,82.47,90.76,3.0,181.0,1.66,3.5,2.49,4.69,7.0,122.0,5.74,7.43,4.58,11.2,0.72,356.0
4444,3.5,100.0,50.7,81.4,82.2,87.4,92.9,78.8,15.3,6.2,0.0,99.9,0.0,99.9,42.0,59.0,71.19,74.35,63.05,84.49,6.790304810870364,19.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,2.0,29.0,6.9,9.53,5.62,15.93,0.9,89.0
4445,4.5,82.2,42.8,92.6,91.3,93.0,100.0,86.4,13.655686274509806,11.769379084967321,0.4,93.8,0.0,99.6,298.3913561847988,8.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,1.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,6.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,1.25,20.0
4446,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4447,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4448,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4449,2.5,93.8,78.0,82.7,82.8,78.0,77.7,70.7,14.3,11.2,0.4,92.1,0.6,99.9,700.0,835.0,83.83,85.55,82.92,88.09,8.0,302.0,2.65,3.55,2.51,4.81,18.0,390.0,4.62,6.74,4.85,9.51,0.9,1085.0
4450,4.5,99.7,97.0,99.5,95.4,89.2,96.6,84.8,12.2,10.4,0.5,99.9,0.2,99.9,449.0,525.0,85.52,91.4,87.77,94.32,20.0,432.0,4.63,4.21,3.18,5.5,14.0,261.0,5.36,6.56,4.51,9.35,1.03,608.0
4451,2.5,99.0,86.1,75.5,81.7,70.3,76.2,76.4,17.7,13.3,0.0,98.6,1.1,99.2,314.0,447.0,70.25,73.84,69.66,77.83,7.0,193.0,3.63,4.11,2.95,5.66,16.0,240.0,6.67,8.46,5.83,12.42,1.0,578.0
4452,2.0,97.8,84.5,77.6,83.8,72.0,56.4,53.2,16.2,6.8,0.0,85.5,2.2,100.0,51.0,67.0,76.12,78.44,67.68,86.42,1.0,27.0,3.7,3.91,2.75,5.87,2.0,25.0,8.0,9.83,5.59,17.3,0.88,79.0
4453,3.5,100.0,96.4,74.5,85.1,74.1,91.5,77.8,15.2,15.7,0.4,99.4,0.9,99.9,780.0,1173.0,66.5,69.04,66.1,71.75,10.0,302.0,3.31,3.79,2.79,5.05,54.0,634.0,8.52,10.05,7.81,12.85,1.11,1778.0
4454,3.0,96.0,75.0,83.8,84.3,80.7,83.3,76.8,6.9,6.2,0.0,99.1,0.9,99.3,67.0,92.0,72.83,76.69,66.43,84.63,1.0,39.0,2.56,3.82,2.68,5.67,4.0,61.0,6.56,8.91,5.42,14.34,0.97,220.0
4455,4.5,99.9,97.0,89.1,93.4,86.6,96.5,86.3,14.3,10.6,0.5,94.8,0.7,100.0,233.0,297.0,78.45,83.02,78.06,87.38,6.0,123.0,4.88,4.15,2.8,6.0,13.0,158.0,8.23,9.84,6.6,14.01,1.06,520.0
4456,4.5,98.5,73.1,92.3,93.0,92.7,96.6,88.9,13.4,18.1,0.0,92.0,1.9,99.8,590.0,751.0,78.56,86.36,83.05,89.38,13.0,242.0,5.37,4.23,3.02,5.81,39.0,387.0,10.08,9.5,7.1,12.14,1.08,960.0
4457,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,7.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,4.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,16.0
4458,3.0,99.6,70.9,79.7,86.1,78.6,79.4,81.5,20.1,6.6,0.4,99.4,1.1,99.6,280.0,353.0,79.32,89.26,84.9,93.48,9.0,215.0,4.19,3.95,2.74,5.53,15.0,170.0,8.82,8.71,6.19,12.5,1.0,372.0
4459,3.5,96.7,82.1,82.5,86.2,86.7,87.0,82.0,15.2,12.5,0.4,96.7,2.6,99.8,274.0,362.0,75.69,80.63,76.33,84.93,7.0,204.0,3.43,3.98,2.72,5.67,19.0,162.0,11.73,11.05,7.7,15.26,0.96,559.0
4460,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,1.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4461,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4462,4.5,99.1,83.8,88.0,90.0,92.7,91.6,86.5,14.5,10.4,0.4,99.0,0.6,99.9,413.0,558.0,74.01,83.0,78.52,86.73,10.0,325.0,3.08,3.66,2.52,4.99,46.0,342.0,13.45,11.6,8.84,14.73,1.1,910.0
4463,3.0,98.7,72.0,81.7,87.5,63.0,70.2,76.2,9.4,10.4,0.0,98.3,0.4,99.6,97.0,132.0,73.48,81.12,73.6,88.22,3.0,84.0,3.57,3.84,2.64,5.42,4.0,38.0,10.53,10.59,5.81,18.11,0.95,197.0
4464,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
4465,3.0,99.4,62.9,82.1,83.8,83.6,81.6,77.2,12.3,10.2,0.3,99.2,0.7,99.9,772.0,895.0,86.26,91.24,88.75,93.55,21.0,560.0,3.75,3.8,2.91,5.09,33.0,423.0,7.8,8.13,6.21,10.63,0.97,1007.0
4466,4.5,100.0,83.9,91.1,87.4,88.2,94.1,87.7,14.8,15.0,0.2,94.1,1.0,100.0,476.0,593.0,80.27,86.72,83.05,89.93,13.0,308.0,4.22,3.88,2.83,5.4,29.0,285.0,10.18,9.34,6.92,12.44,0.98,870.0
4467,3.0,99.0,44.8,74.3,72.9,80.2,92.0,72.7,13.655686274509806,11.769379084967321,0.0,100.0,0.0,100.0,29.0,38.0,76.32,82.38,68.96,92.84,6.790304810870364,18.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,16.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.96,109.0
4468,3.0,99.1,85.0,83.8,79.6,79.5,87.3,78.9,13.9,13.5,0.2,95.0,1.1,99.0,489.0,660.0,74.09,78.5,74.99,81.63,9.0,322.0,2.8,3.62,2.61,5.0,19.0,318.0,5.97,6.9,4.85,9.49,0.98,719.0
4469,4.0,100.0,85.0,88.1,88.8,88.3,95.7,88.7,17.5,11.9,0.0,99.5,0.7,99.9,815.0,1041.0,78.29,85.55,82.63,88.18,28.0,480.0,5.83,4.61,3.41,6.21,60.0,535.0,11.21,10.82,8.67,13.32,1.02,1317.0
4470,5.0,100.0,70.4,92.2,92.5,92.2,94.1,89.6,13.6,12.4,0.2,98.3,0.9,97.6,875.0,1150.0,76.09,83.22,80.27,85.71,14.0,594.0,2.36,3.16,2.36,4.17,75.0,639.0,11.74,10.6,8.57,12.59,1.07,1970.0
4471,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,2.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,1.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,2.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,4.0
4472,4.5,100.0,89.2,97.2,86.8,94.4,88.9,100.0,16.7,15.2,0.4,99.4,2.5,100.0,129.0,260.0,49.62,56.03,49.71,61.47,1.0,59.0,1.69,3.72,2.55,5.38,16.0,175.0,9.14,8.35,5.76,11.79,1.12,636.0
4473,4.0,100.0,96.3,83.9,89.3,91.0,94.0,88.6,13.9,15.9,0.9,99.4,1.3,99.4,108.0,163.0,66.26,71.43,64.32,77.74,0.0,54.0,0.0,3.59,2.47,5.19,9.0,77.0,11.69,10.71,6.9,16.28,1.09,344.0
4474,4.0,99.7,70.5,88.8,89.8,92.3,94.4,85.2,16.8,7.7,0.6,96.5,0.3,99.9,534.0,636.0,83.96,91.72,87.99,94.51,13.0,382.0,3.4,3.5,2.61,4.74,39.0,377.0,10.34,9.4,7.33,12.16,0.96,846.0
4475,4.0,99.9,91.1,86.9,86.3,90.5,90.7,87.2,14.0,14.0,0.0,98.4,2.0,100.0,732.0,1045.0,70.05,77.27,74.4,79.85,10.0,454.0,2.2,3.39,2.48,4.61,53.0,612.0,8.66,7.86,6.12,9.94,1.06,1532.0
4476,4.5,96.4,70.8,91.4,92.0,93.2,89.9,90.8,11.6,12.8,0.0,92.6,0.3,100.0,272.0,352.0,77.27,85.71,80.51,90.05,3.0,178.0,1.69,3.41,2.41,4.71,24.0,165.0,14.55,11.4,8.39,15.29,0.98,764.0
4477,2.5,94.7,72.2,77.3,79.1,72.5,79.2,65.9,13.655686274509806,11.769379084967321,0.0,93.0,0.9,99.1,80.0,100.0,80.0,81.98,73.59,88.57,1.0,78.0,1.28,3.7,2.66,5.26,21.46951219512195,14.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.93,122.0
4478,4.0,98.6,66.2,89.6,87.7,92.8,94.6,85.9,15.2,14.2,0.3,98.8,2.0,100.0,485.0,633.0,76.62,82.31,78.81,85.45,13.0,335.0,3.88,4.0,2.97,5.48,47.0,354.0,13.28,11.49,9.1,14.32,0.98,1030.0
4479,2.5,96.5,75.2,74.7,82.6,77.8,83.1,72.9,18.4,14.7,0.0,99.0,0.5,98.0,265.0,352.0,75.28,80.61,76.29,85.07,12.0,237.0,5.06,4.34,3.16,5.92,15.0,153.0,9.8,10.04,6.65,14.58,1.0,509.0
4480,4.0,100.0,86.9,88.5,87.6,86.5,90.2,83.8,16.1,9.5,0.1,91.3,1.3,99.8,638.0,840.0,75.95,84.12,81.24,87.07,21.0,536.0,3.92,3.98,2.98,5.29,53.0,424.0,12.5,10.63,8.49,13.51,1.05,1437.0
4481,4.0,99.2,80.4,90.2,89.3,87.9,92.1,87.4,12.2,12.7,0.2,95.7,1.1,98.9,696.0,926.0,75.16,83.35,80.34,86.16,12.0,403.0,2.98,3.63,2.62,4.85,47.0,466.0,10.09,9.01,7.15,11.32,1.03,1742.0
4482,4.5,99.7,77.8,91.7,90.1,88.3,90.4,89.4,12.0,14.7,0.0,98.7,0.8,99.9,718.0,926.0,77.54,83.1,79.92,85.66,7.0,386.0,1.81,3.21,2.31,4.47,50.0,583.0,8.58,8.44,6.78,10.74,1.01,1437.0
